strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Espirito_Santo/27628/_2022	2022-12-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204502	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27629/_2022	2022-12-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204503	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27631/_2022	2022-12-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204504	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27632/_2022	2022-12-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204505	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27633/_2022	2022-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204506	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27634/_2022	2022-12-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204507	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Espirito_Santo/27635/_2022	2022-12-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204508	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo
A/Santa_Catarina/1112/2023	2023-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204526	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN SC
A/Minas_Gerais/23218/2022	2022-11-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_17204535	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	FUNED MG
A/Rondonia/IAL/C10445/2023	2023-02-15	h3n2_flu	South America	Brazil	Human	EPI_ISL_17514575	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Mato_Grosso/62144/2022	2022-01-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737119	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Mato_Grosso/54272/2022	2022-01-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737121	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Mato_Grosso/51384/2022	2022-01-17	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737122	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Mato_Grosso/50742/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737211	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Mato_Grosso/49748/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737212	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Mato_Grosso/48261/2022	2022-01-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_17737215	Laboratório Central de Saúde Pública do Mato Grosso	LABORATORIO CENTRAL DO ESTADO DE MATO GROSSO / LACEN-MT
A/Sao_Paulo/HIAE001/2021	2021-12-11	h3n2_flu	South America	Brazil	Human	EPI_ISL_17760605	?	Instituto de Medicina Tropical
A/Peru/GIHSN-HCL023026614401/2022	2022-11-19	h3n2_flu	South America	Peru	Human	EPI_ISL_17776954	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/GIHSN-HCL023026840801/2022	2022-11-08	h3n2_flu	South America	Peru	Human	EPI_ISL_17776955	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/GIHSN-HCL023026903001/2022	2022-09-09	h3n2_flu	South America	Peru	Human	EPI_ISL_17776957	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/GIHSN-HCL023026907701/2022	2022-09-20	h3n2_flu	South America	Peru	Human	EPI_ISL_17776958	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/GIHSN-HCL023026912701/2022	2022-10-10	h3n2_flu	South America	Peru	Human	EPI_ISL_17776959	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/GIHSN-HCL023026919101/2022	2022-10-31	h3n2_flu	South America	Peru	Human	EPI_ISL_17776960	CNR Virus des Infections Respiratoires, France SUD	Center for Veterinary Diagnostics - Regional Animal Health Office No.6
A/Peru/UPCH_3803/2022	2022-09-08	h3n2_flu	South America	Peru	Human	EPI_ISL_17785393	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3805/2022	2022-09-20	h3n2_flu	South America	Peru	Human	EPI_ISL_17785394	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3806/2022	2022-09-23	h3n2_flu	South America	Peru	Human	EPI_ISL_17785395	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3807/2022	2022-09-26	h3n2_flu	South America	Peru	Human	EPI_ISL_17785396	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3808/2022	2022-09-15	h3n2_flu	South America	Peru	Human	EPI_ISL_17785397	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3809/2022	2022-09-16	h3n2_flu	South America	Peru	Human	EPI_ISL_17785398	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3810/2022	2022-09-26	h3n2_flu	South America	Peru	Human	EPI_ISL_17785399	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3811/2022	2022-10-14	h3n2_flu	South America	Peru	Human	EPI_ISL_17785400	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3817/2022	2022-11-10	h3n2_flu	South America	Peru	Human	EPI_ISL_17785402	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3820/2022	2022-11-18	h3n2_flu	South America	Peru	Human	EPI_ISL_17785403	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3822/2022	2022-11-19	h3n2_flu	South America	Peru	Human	EPI_ISL_17785405	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3823/2022	2022-11-19	h3n2_flu	South America	Peru	Human	EPI_ISL_17785406	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3827/2022	2022-11-22	h3n2_flu	South America	Peru	Human	EPI_ISL_17785407	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3828/2022	2022-11-23	h3n2_flu	South America	Peru	Human	EPI_ISL_17785408	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Peru/UPCH_3829/2022	2022-11-24	h3n2_flu	South America	Peru	Human	EPI_ISL_17785409	Universidad Peruana Cayetano Heredia	Instituto de Medicine Tropical Alexander von Humboldt - UPCH
A/Rio_Grande_do_Sul/28738/2022	2022-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859971	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28759/2022	2022-12-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859972	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28780/2022	2022-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859973	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28781/2022	2022-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859974	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28785/2022	2022-12-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859975	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28737/2022	2022-11-24	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859988	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28722/2022	2022-11-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859989	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28742/2022	2022-11-28	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859990	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28744/2022	2022-11-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859991	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Rio_Grande_do_Sul/28745/2022	2022-11-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_17859992	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Peru/LIM-UPCH-3969/2023	2023-05-22	h3n2_flu	South America	Peru	Human	EPI_ISL_18261446	Universidad Peruana Cayetano Heredia	Instituto de Medicina Tropical Alexander von Humboldt
A/SAO_PAULO/59644/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776083	University of São Paulo	UBDS DR MARCO A SAHÃO
A/SAO_PAULO/59635/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776182	University of São Paulo	Serrana
A/SAO_PAULO/59633/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776184	University of São Paulo	Serrana
A/SAO_PAULO/59630/2022	2022-09-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776185	University of São Paulo	Serrana
A/Alagoas/12347/2023	2023-11-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776312	Oswaldo Cruz Foundation	Laboratório Central de Saúde Pública de Alagoas, LACEN-AL
A/Rio_de_Janeiro/69500/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776314	Oswaldo Cruz Foundation	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/69498/2021	2021-12-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776315	Oswaldo Cruz Foundation	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Santa_Catarina/13417/2023	2023-12-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776317	Oswaldo Cruz Foundation	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/Santa_Catarina/13421/2023	2023-11-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18776322	Oswaldo Cruz Foundation	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul
A/SAO_PAULO/59521/2022	2022-09-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784289	University of São Paulo	Serrana
A/SAO_PAULO/59514/2022	2022-09-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784290	University of São Paulo	Serrana
A/SAO_PAULO/59511/2022	2022-09-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784291	University of São Paulo	Serrana
A/SAO_PAULO/59509/2022	2022-09-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784292	University of São Paulo	Serrana
A/SAO_PAULO/59505/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784293	University of São Paulo	HOSPITAL SANTA LIDIA
A/SAO_PAULO/59496/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784294	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/59494/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784317	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/58688/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784463	University of São Paulo	Serrana
A/SAO_PAULO/58694/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784496	University of São Paulo	Serrana
A/SAO_PAULO/59492/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784504	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/58698/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784508	University of São Paulo	Serrana
A/SAO_PAULO/59491/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784509	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/59490/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784511	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/58705/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784512	University of São Paulo	Serrana
A/SAO_PAULO/58706/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784513	University of São Paulo	Serrana
A/SAO_PAULO/59489/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784515	University of São Paulo	Serrana
A/SAO_PAULO/58707/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784516	University of São Paulo	Serrana
A/SAO_PAULO/58710/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784517	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/59487/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784518	University of São Paulo	Serrana
A/SAO_PAULO/59484/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784521	University of São Paulo	Serrana
A/SAO_PAULO/59482/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784555	University of São Paulo	Serrana
A/SAO_PAULO/58717/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784589	University of São Paulo	CENTRO DE ATENDIMENTO A COVID
A/SAO_PAULO/58742/2022	2022-08-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784617	University of São Paulo	UPA LESTE - LUIS ATÍLIO LOSI VIANA
A/SAO_PAULO/59480/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784618	University of São Paulo	Serrana
A/SAO_PAULO/58877/2022	2022-09-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784619	University of São Paulo	Serrana
A/SAO_PAULO/59478/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784620	University of São Paulo	Serrana
A/SAO_PAULO/58921/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784655	University of São Paulo	Serrana
A/SAO_PAULO/58928/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784657	University of São Paulo	Serrana
A/SAO_PAULO/59476/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784658	University of São Paulo	Serrana
A/SAO_PAULO/58929/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784659	University of São Paulo	Serrana
A/SAO_PAULO/58930/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784660	University of São Paulo	Serrana
A/SAO_PAULO/59474/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784661	University of São Paulo	Serrana
A/SAO_PAULO/58932/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784662	University of São Paulo	Serrana
A/SAO_PAULO/58941/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784663	University of São Paulo	Serrana
A/SAO_PAULO/58945/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784722	University of São Paulo	Serrana
A/Chile/0483/2023	2023-11-26	h3n2_flu	South America	Chile	Human	EPI_ISL_18784734	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/SAO_PAULO/59471/2022	2020-07-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_18784743	University of São Paulo	Serrana
A/Guyana/5092/2023	2023-11-23	h3n2_flu	South America	Guyana	Human	EPI_ISL_18784759	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Guyana/1548/2023	2023-10-11	h3n2_flu	South America	Guyana	Human	EPI_ISL_18784791	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Guyana/4831/2023	2023-11-20	h3n2_flu	South America	Guyana	Human	EPI_ISL_18785344	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Guyana/5526/2023	2023-11-23	h3n2_flu	South America	Guyana	Human	EPI_ISL_18785750	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Venezuela/4978/2023	2023-10-12	h3n2_flu	South America	Venezuela	Human	EPI_ISL_18785758	Centers for Disease Control and Prevention	"Instituto Nacional de Higiene ""Rafael Rangel"""
A/SAO_PAULO/58948/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18785764	University of São Paulo	Serrana
A/Guyana/1549/2023	2023-10-11	h3n2_flu	South America	Guyana	Human	EPI_ISL_18785768	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Guyana/5259/2023	2023-11-27	h3n2_flu	South America	Guyana	Human	EPI_ISL_18785770	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/Guyana/5525/2023	2023-11-29	h3n2_flu	South America	Guyana	Human	EPI_ISL_18785772	Centers for Disease Control and Prevention	National Public Health Reference Laboratory
A/SAO_PAULO/59466/2022	2022-09-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_18786058	University of São Paulo	Serrana
A/SAO_PAULO/58954/2022	2022-09-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_18786094	University of São Paulo	Serrana
A/Belo_Horizonte/310990749/2021	2021-11-26	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810064	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Vespasiano/310999910/2021	2021-12-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810065	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Belo_Horizonte/311002053/2021	2021-12-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810066	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Pirauba/311005890/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810067	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Pirauba/311005901/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810068	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Vicosa/311007134/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810070	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Montes_Claros/311008964/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810071	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Cataguases/311009157/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810072	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Cataguases/311009214/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810074	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Cataguases/311009215/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810075	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
A/Cataguases/311009265/2021	2021-12-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_18810076	Ezequiel Dias Foundation (FUNED)	Ezequiel Dias Foundation (FUNED)
